university,year,coord,country,latitude,longitude
University of Cape Verde,2006,Point(-23.548444444 14.922861111),Cape Verde,14.922861111,-23.548444444
ASA University Bangladesh,2006,Point(90.3663 23.7738),Bangladesh,23.7738,90.3663
Comilla University,2006,Point(91.136447 23.419394),Bangladesh,23.419394,91.136447
Indas Mahavidyalaya,2006,Point(87.606408 23.155361),India,23.155361,87.606408
Save University,2006,Point(33.797166666 -25.019555555),Mozambique,-25.019555555,33.797166666
University of Djibouti,2006,Point(43.117 11.538055555),Djibouti,11.538055555,43.117
Universidad a Distancia de Madrid,2006,Point(-3.99875 40.631583333),Spain,40.631583333,-3.99875
Asian School of Business Management,2006,Point(85.742726 20.337794),India,20.337794,85.742726
Polytechnic University of Baja California,2006,Point(-115.377 32.6256),Mexico,32.6256,-115.377
Admas University College,2006,Point(44.031768127 9.578507713),Somalia,9.578507713,44.031768127
St. Mary's Educational Foundation,2006,Point(130.508 33.3058),Japan,33.3058,130.508
Università degli Studi eCampus,2006,Point(9.1185025 45.6980951),Italy,45.6980951,9.1185025
Coëtquidan,2006,Point(-2.134963 47.941894),France,47.941894,-2.134963
Ilia State University,2006,Point(44.7855 41.70983333),Georgia,41.70983333,44.7855
St. Lawrence University,2006,Point(32.5619 0.301667),Uganda,0.301667,32.5619
Mizan Tepi University,2006,Point(35.428861111 7.196666666),Ethiopia,7.196666666,35.428861111
Rajasthan Technical University,2006,Point(75.804002777 25.141305555),India,25.141305555,75.804002777
Università degli Studi Giustino Fortunato,2006,Point(14.7991072 41.1202404),Italy,41.1202404,14.7991072
International University College of Turin,2006,Point(7.679331 45.064201),Italy,45.064201,7.679331
Rajasthan pharmacy college,2006,Point(75.69424444 26.87055833),India,26.87055833,75.69424444
Università degli Studi Pegaso,2006,Point(14.280386388 40.857468333),Italy,40.857468333,14.280386388
Rajiv Gandhi National University of Law,2006,Point(76.324166666 30.386538888),India,30.386538888,76.324166666
Università telematica San Raffaele,2006,Point(12.403341 41.893065),Italy,41.893065,12.403341
Q128137502,2006,Point(-58.37727 -34.61714),Argentina,-34.61714,-58.37727
Kafr El-Sheikh University,2006,Point(30.95 31.09833333),Egypt,31.09833333,30.95
Sapporo City University,2006,Point(141.343 42.9448),Japan,42.9448,141.343
"Università ""Universitas Mercatorum""",2006,Point(12.477459815 41.8937875),Italy,41.8937875,12.477459815
ASMI Citra Nusantara,2006,Point(114.5845 -3.320444444),Indonesia,-3.320444444,114.5845
Fukui College of Health Sciences,2006,Point(136.16625 36.12966667),Japan,36.12966667,136.16625
University of Security Management in Košice,2006,Point(21.263166206 48.71093649),Slovakia,48.71093649,21.263166206
Seinan Gakuin University,2006,Point(130.355079 33.585165),Japan,33.585165,130.355079
Juraj Dobrila University of Pula,2006,Point(13.854044444 44.867291666),Croatia,44.867291666,13.854044444
Université Privée de Fès,2006,Point(-5.0165 34.007),Morocco,34.007,-5.0165
Jordan Media Institute,2006,Point(35.872778 32.013889),Jordan,32.013889,35.872778
Gyan Ganga College Of Technology,2006,Point(79.876 23.127),India,23.127,79.876
Global Open University,2006,Point(93.776969444 25.845055555),India,25.845055555,93.776969444
Christian Bilingual University of Congo,2006,Point(29.4916 0.53021667),Democratic Republic of the Congo,0.53021667,29.4916
Turku Hansda Lapsa Hemram Mahavidyalay,2006,Point(87.6914 24.0728),India,24.0728,87.6914
Q11960946,2006,Point(10.3923 63.4286),Norway,63.4286,10.3923
Gaza University,2006,Point(34.4759811 31.5053886),State of Palestine,31.5053886,34.4759811
Debra Thana Sahid Kshudiram Smriti Mahavidyalaya,2006,Point(87.559547 22.379383),India,22.379383,87.559547
Chittagong Veterinary and Animal Sciences University,2006,Point(91.804 22.3639),Bangladesh,22.3639,91.804
Kebbi State University of Science and Technology,2006,Point(4.495010512 12.305980844),Nigeria,12.305980844,4.495010512
"Lebanese International University, Yemen",2006,Point(44.20333333 15.28777778),Yemen,15.28777778,44.20333333
Q16675521,2006,Point(74.668 42.859),Kyrgyzstan,42.859,74.668
FPT University,2006,Point(105.527277777 21.013666666),Vietnam,21.013666666,105.527277777
Nahda University,2006,Point(31.11829168 29.052238078),Egypt,29.052238078,31.11829168
Madda Walabu University,2006,Point(39.999 7.143),Ethiopia,7.143,39.999
Osaka University of Comprehensive Children education,2006,Point(135.53913889 34.608),Japan,34.608,135.53913889
Lúrio University,2006,Point(39.2225 -15.1277),Mozambique,-15.1277,39.2225
Brandon Learning Centre,2006,Point(114.18180556 22.27713889),People's Republic of China,22.27713889,114.18180556
Helmand University,2006,Point(64.366724 31.581312),Afghanistan,31.581312,64.366724
Mangalayatan University,2006,Point(77.895275 27.642980555),India,27.642980555,77.895275
Ōhara Graduate School of Accounting,2006,Point(139.7566738 35.6990505),Japan,35.6990505,139.7566738
Rajasthan University of Health Sciences,2006,Point(75.8266 26.7975),India,26.7975,75.8266
Gretsa University,2006,Point(37.094411 -1.053184),Kenya,-1.053184,37.094411
Adikavi Nannaya University,2006,Point(81.872594444 17.065547222),India,17.065547222,81.872594444
Lakshmipur Polytechnic Institute,2006,Point(90.8512 22.9298),Bangladesh,22.9298,90.8512
University of Florida Cancer and Genetics Research Complex,2006,Point(-82.351388888 29.637861111),United States,29.637861111,-82.351388888
UBIS University,2006,Point(6.14861 46.2215),Switzerland,46.2215,6.14861
Tokyo Future University,2006,Point(139.817 35.7434),Japan,35.7434,139.817
University of Riau Islands,2006,Point(103.967833333 1.048972222),Indonesia,1.048972222,103.967833333
"FH Diakonie, Bielefeld",2006,Point(8.52583 52.0089),Germany,52.0089,8.52583
Fasa University,2006,Point(53.621833333 28.939833333),Iran,28.939833333,53.621833333
Addis Continental Institute of Public Health,2006,Point(38.87741 9.02855),Ethiopia,9.02855,38.87741
Sinai University,2006,Point(33.69027778 31.11388889),Egypt,31.11388889,33.69027778
Electric Power University,2006,Point(105.785 21.0468),Vietnam,21.0468,105.785
Adiban Institute of Higher Education,2006,Point(51.2792 35.7686),Iran,35.7686,51.2792
Recep Tayyip Erdoğan University,2006,Point(40.493777777 41.03825),Turkey,41.03825,40.493777777
Nongo Conakry University,2006,Point(-13.64 9.62),Guinea,9.62,-13.64
"National Institute of Food Technology, Entrepreneurship and Management, Kundli",2006,Point(77.133261111 28.878430555),India,28.878430555,77.133261111
Jazan University,2006,Point(42.541194444 16.965555555),Saudi Arabia,16.965555555,42.541194444
Groupement de Recherche et d’Études en Gestion à HEC Paris,2006,Point(2.16388 48.75573),France,48.75573,2.16388
University of Prizren,2006,Point(20.72586 42.20615),Kosovo,42.20615,20.72586
Dar al-Kalima University,2006,Point(35.188716 31.697308),State of Palestine,31.697308,35.188716
Narsingdi Polytechnic Institute,2006,Point(90.690839 23.919399),Bangladesh,23.919399,90.690839
Telangana University,2006,Point(78.210352777 18.616075),India,18.616075,78.210352777
Al-Furat University,2006,Point(40.11377 35.32283),Syria,35.32283,40.11377
Al Baha University,2006,Point(41.633972222 20.177194444),Saudi Arabia,20.177194444,41.633972222
"Delta State School of Marine Technology, Burutu.Is DESOMATECH a navy School",2006,Point(5.502859583 5.349415831),Nigeria,5.349415831,5.502859583
"ICFAI University, Mizoram",2006,Point(92.727955555 23.800644444),India,23.800644444,92.727955555
Dr. Ram Manohar Lohia National Law University,2006,Point(80.906961111 26.783197222),India,26.783197222,80.906961111
University of Nova Gorica,2006,Point(13.6402 45.9423),Slovenia,45.9423,13.6402
Institución Universitaria Americana,2006,Point(-74.8071 10.9912),Colombia,10.9912,-74.8071
Nile University,2006,Point(31.0203 30.0678),Egypt,30.0678,31.0203
Quchan University of Advanced Technologies Engineering,2006,Point(58.551 37.1027),Iran,37.1027,58.551
Jatiya Kabi Kazi Nazrul Islam University,2006,Point(90.3755 24.5816),Bangladesh,24.5816,90.3755
Megou Pak Tulang Bawang University,2006,Point(105.220103 -4.547484),Indonesia,-4.547484,105.220103
Bukar Abba Ibrahim University,2006,Point(9.9680627 11.9747788),Nigeria,11.9747788,9.9680627
University of Arusha,2006,Point(36.8708 -3.31806),Tanzania,-3.31806,36.8708
Indus University,2006,Point(72.439758333 23.064322222),India,23.064322222,72.439758333
Chapai Nawabganj Polytechnic Institute,2006,Point(88.253967 24.604314),Bangladesh,24.604314,88.253967
Mediterranean University,2006,Point(19.26166667 42.44833333),Montenegro,42.44833333,19.26166667
Besat Institute of Higher Education of Kerman,2006,Point(57.064619 30.241853),Iran,30.241853,57.064619
Bhagat Phool Singh Mahila Vishwavidyalaya,2006,Point(76.804722222 29.156111111),India,29.156111111,76.804722222
Lalgola College,2006,Point(88.2492055 24.4061218),India,24.4061218,88.2492055
Xi'an Jiaotong-Liverpool University,2006,Point(120.7381 31.2748),People's Republic of China,31.2748,120.7381
Hitit University,2006,Point(34.981 40.570666666),Turkey,40.570666666,34.981
Sohag University,2006,Point(31.668029864 26.457469815),Egypt,26.457469815,31.668029864
Universitas Timbul Nusantara,2006,Point(106.797305555 -6.173333333),Indonesia,-6.173333333,106.797305555
International Balkan University,2006,Point(21.43472222 42.00166667),North Macedonia,42.00166667,21.43472222
University of Patanjali,2006,Point(77.999747222 29.908547222),India,29.908547222,77.999747222
Japan Professional School of Education,2006,Point(139.76777778 35.69502778),Japan,35.69502778,139.76777778
American University in the Emirates,2006,Point(55.411164 25.123),United Arab Emirates,25.123,55.411164
Dire Dawa University,2006,Point(41.8415 9.620916666),Ethiopia,9.620916666,41.8415
"Oyo State College of Agriculture and Technology, Igbo-Ora",2006,Point(3.311963255 7.432113986),Nigeria,7.432113986,3.311963255
SYEION UNIVERSITY OSHOGBO,2006,Point(4.548375 7.767697),Nigeria,7.767697,4.548375
Hokkai School of Commerce,2006,Point(141.36956 43.04824),Japan,43.04824,141.36956
University of Minnesota Rochester,2006,Point(-92.463611111 44.0225),United States,44.0225,-92.463611111
Osun State University,2006,Point(4.6012166 7.7616469),Nigeria,7.7616469,4.6012166
Pharos University in Alexandria,2006,Point(29.9603 31.2077),Egypt,31.2077,29.9603
Seminari Diocesà de Terrassa,2006,Point(2.069501725 41.458384139),Spain,41.458384139,2.069501725
Sylhet Agricultural University,2006,Point(91.902 24.9092),Bangladesh,24.9092,91.902
Universidade Federal do Pampa,2006,Point(-54.0931 -31.3253),Brazil,-31.3253,-54.0931
Azerbaijan Diplomatic Academy,2006,Point(49.8492 40.3946),Azerbaijan,40.3946,49.8492
University of Alba,2006,Point(-70.661293977 -33.449106788),Chile,-33.449106788,-70.661293977
Universitas Sangga Buana YPKP,2006,Point(107.640271 -6.899349),Indonesia,-6.899349,107.640271
Yobe State University,2006,Point(11.946 11.678),Nigeria,11.678,11.946
Uşak University,2006,Point(29.330722222 38.674361111),Turkey,38.674361111,29.330722222
Dronacharya Group of Institutions,2006,Point(77.4688604 28.4785544),India,28.4785544,77.4688604
Multimedia Nusantara University,2006,Point(106.61816667 -6.25666667),Indonesia,-6.25666667,106.61816667
Giresun University,2006,Point(38.323416666 40.914027777),Turkey,40.914027777,38.323416666
Université Européenne de Tunis,2006,Point(10.302461 36.8312772),Tunisia,36.8312772,10.302461
Azerbaijan Tourism and Management University,2006,Point(49.857249999 40.398002),Azerbaijan,40.398002,49.857249999
State University of Novi Pazar,2006,Point(20.521111 43.138333),Serbia,43.138333,20.521111
Majalengka University,2006,Point(108.214888888 -6.832972222),Indonesia,-6.832972222,108.214888888
Akademi Kebidanan As-Syifa,2006,Point(99.618827866 2.97146445),Indonesia,2.97146445,99.618827866
Namık Kemal University,2006,Point(27.583472222 40.9935),Turkey,40.9935,27.583472222
American Sports University,2006,Point(-117.292 34.1063),United States,34.1063,-117.292
Universidad Politécnica Estatal del Carchi,2006,Point(-77.73416667 0.80555556),Ecuador,0.80555556,-77.73416667
Innovative University of Eurasia,2006,Point(76.959638888 52.263555555),Kazakhstan,52.263555555,76.959638888
Ghana Communication Technology University,2006,Point(-0.223055555 5.595833333),Ghana,5.595833333,-0.223055555
Yalova University,2006,Point(29.219666666 40.652666666),Turkey,40.652666666,29.219666666
Ghana Baptist University College,2006,Point(-1.6074152 6.6913617),Ghana,6.6913617,-1.6074152
Universiti Malaysia Kelantan,2006,Point(102.282904 6.164711),Malaysia,6.164711,102.282904
KIM University,2006,Point(30.1412463 -1.9556097),Rwanda,-1.9556097,30.1412463
Graduate Institute for Entrepreneurial Studies,2006,Point(139.061896 37.907986),Japan,37.907986,139.061896
Catholic University of Croatia,2006,Point(15.9444 45.814),Croatia,45.814,15.9444
Hamadan University of Technology,2006,Point(48.488499 34.786233),Iran,34.786233,48.488499
Siberian Federal University,2006,Point(92.7725 56.00416667),Russia,56.00416667,92.7725
MATS University,2006,Point(81.998577777 21.24695),India,21.24695,81.998577777
Enugu State College of Education,2006,Point(7.49866774 6.460331676),Nigeria,6.460331676,7.49866774
STIKES Suaka Insan,2006,Point(114.58001 -3.31399),Indonesia,-3.31399,114.58001
Polessky State University,2006,Point(26.113048 52.113654),Belarus,52.113654,26.113048
IBTE Agro-Technology Campus,2006,Point(114.8105 4.76466667),Brunei,4.76466667,114.8105
Düzce University,2006,Point(31.1809 40.9044),Turkey,40.9044,31.1809
College of Professional Studies for Information Technologies Belgrade,2006,Point(20.419996336 44.803321698),Serbia,44.803321698,20.419996336
Hong Kong Police College,2006,Point(114.17156 22.247361),People's Republic of China,22.247361,114.17156
Mohammad Ali Jauhar University,2006,Point(79.017886111 28.879336111),India,28.879336111,79.017886111
Institut Supérieur des Métiers de l’Audiovisuel,2006,Point(2.363861111 6.352888888),Benin,6.352888888,2.363861111
Bozok University,2006,Point(34.7979 39.7749),Turkey,39.7749,34.7979
HafenCity University Hamburg,2006,Point(10.004805555 53.540305555),Germany,53.540305555,10.004805555
Universitas Bangka Belitung,2006,Point(106.07741667 -2.06994444),Indonesia,-2.06994444,106.07741667
Barguna Polytechnic Institute,2006,Point(90.092107 22.156625),Bangladesh,22.156625,90.092107
Polis University,2006,Point(19.7494 41.3535),Albania,41.3535,19.7494
Unicorn University,2006,Point(14.4631 50.0868),Czech Republic,50.0868,14.4631
Shobhit Institute of Engineering & Technology,2006,Point(77.7134 29.0716),India,29.0716,77.7134
Chilean-British Culture University,2006,Point(-70.64491667 -33.44112222),Chile,-33.44112222,-70.64491667
Future University in Egypt,2006,Point(31.4911 30.026),Egypt,30.026,31.4911
Universidad Deportiva del Sur,2006,Point(-66.89106667 10.48922778),Venezuela,10.48922778,-66.89106667
Dr. C. V. Raman University,2006,Point(82.011155555 22.279172222),India,22.279172222,82.011155555
Najran University,2006,Point(44.534444444 17.641083333),Saudi Arabia,17.641083333,44.534444444
Great Lakes University of Kisumu,2006,Point(34.768027777 -0.107555555),Kenya,-0.107555555,34.768027777
Yokohama College of Pharmacy,2006,Point(139.496 35.3831),Japan,35.3831,139.496
Sri Venkateswara Vedic University,2006,Point(79.405652777 13.646325),India,13.646325,79.405652777
Ahi Evran University,2006,Point(34.1204 39.1427),Turkey,39.1427,34.1204
Politeknik Manufaktur Timah,2006,Point(106.114640135 -2.110538441),Indonesia,-2.110538441,106.114640135
Pacific University Health Professions Campus,2006,Point(-122.977 45.5208),United States,45.5208,-122.977
Ordu University,2006,Point(37.96975 40.976333333),Turkey,40.976333333,37.96975
Universidad Simón I. Patiño,2006,Point(-66.134833333 -17.375361111),Bolivia,-17.375361111,-66.134833333
University of Kindia,2006,Point(-12.9131308 9.9953676),Guinea,9.9953676,-12.9131308
Advanced Institute of Industrial Technology,2006,Point(139.749107 35.607002),Japan,35.607002,139.749107
Yogi Vemana University,2006,Point(78.711482 14.473786),India,14.473786,78.711482
Western Delta University,2007,Point(5.6888094 5.9981127),Nigeria,5.9981127,5.6888094
KIIT School of Languages,2007,Point(85.819444 20.352778),India,20.352778,85.819444
Universitas PGRI Ronggolawe,2007,Point(112.080521803 -6.906100945),Indonesia,-6.906100945,112.080521803
Q60602739,2007,Point(-58.3696919 -34.6143865),Argentina,-34.6143865,-58.3696919
University of Suffolk,2007,Point(1.1635 52.0525),United Kingdom,52.0525,1.1635
"Mahatma Gandhi University, Nalgonda",2007,Point(79.216275 17.142897222),India,17.142897222,79.216275
IB-Hochschule Berlin,2007,Point(13.3719 52.5453),Germany,52.5453,13.3719
Karabük University,2007,Point(32.653611111 41.213444444),Turkey,41.213444444,32.653611111
Free University of Tbilisi,2007,Point(44.7657262 41.8057275),Georgia,41.8057275,44.7657262
CW Chu College,2007,Point(114.206621 22.42545),Hong Kong,22.42545,114.206621
Lugazi University,2007,Point(32.91305556 0.37),Uganda,0.37,32.91305556
Sultan Sharif Ali Islamic University,2007,Point(114.913278 4.905694),Brunei,4.905694,114.913278
Ukrainian State University of Finance and International Trade,2007,Point(38.0181 48.3042),Ukraine,48.3042,38.0181
Jaipur National University,2007,Point(75.8572343 26.8482911),India,26.8482911,75.8572343
Libyan International Medical University,2007,Point(20.085030167 32.068274317),Libya,32.068274317,20.085030167
"Technological University, Hpa-An",2007,Point(97.6442 16.8515),Myanmar,16.8515,97.6442
Institute for Doctoral Studies in the Visual Arts,2007,Point(-70.272174 43.654001),United States,43.654001,-70.272174
American International Medical University,2007,Point(-60.93972222 14.0775),Saint Lucia,14.0775,-60.93972222
Robert S. Strauss Center for International Security and Law,2007,Point(-97.728429 30.285688),United States,30.285688,-97.728429
Academy of Performing Arts Baden-Wuerttemberg,2007,Point(9.19111 48.894),Germany,48.894,9.19111
Mwalimu Nyerere University,2007,Point(33.973611111 -1.798333333),Tanzania,-1.798333333,33.973611111
Zurich University of the Arts,2007,Point(8.5358 47.38295),Switzerland,47.38295,8.5358
Bohol Northern Star Colleges,2007,Point(124.466 10.0497),Philippines,10.0497,124.466
Frederick University,2007,Point(33.3778555 35.179496),Cyprus,35.179496,33.3778555
HITEC University,2007,Point(72.819829 33.725089),Pakistan,33.725089,72.819829
CUNY School of Public Health,2007,Point(-73.9389 40.7997),United States,40.7997,-73.9389
KCA University,2007,Point(36.860136 -1.252936),Kenya,-1.252936,36.860136
Melior International College,2007,Point(103.849 1.2795),Singapore,1.2795,103.849
Bataan Peninsula State University,2007,Point(120.52871 14.67684),Philippines,14.67684,120.52871
Bagiswori College,2007,Point(85.4392 27.67523),Nepal,27.67523,85.4392
"African University of Science & Technology, Abuja",2007,Point(7.42276137 9.001403758),Nigeria,9.001403758,7.42276137
Indira Gandhi National Tribal University,2007,Point(81.749488888 22.806405555),India,22.806405555,81.749488888
University of Donja Gorica,2007,Point(19.2028 42.4175),Montenegro,42.4175,19.2028
Mabalacat College,2007,Point(120.56754 15.24158),Philippines,15.24158,120.56754
Federal University of Petroleum Resource Effurun,2007,Point(5.78 5.5624),Nigeria,5.5624,5.78
Geneva Graduate Institute,2007,Point(6.1511 46.2219),Switzerland,46.2219,6.1511
"Hochschule für Gesundheit & Sport, Technik & Kunst",2007,Point(13.325568 52.518539),Germany,52.518539,13.325568
"National Institute of Pharmaceutical Education and Research, Ahmedabad",2007,Point(72.68996 23.234482),India,23.234482,72.68996
Masinde Muliro University of Science and Technology,2007,Point(34.763893 0.290435),Kenya,0.290435,34.763893
Bitlis Eren University,2007,Point(42.163548 38.478938),Turkey,38.478938,42.163548
Mahmoud el Materi University,2007,Point(10.184770669 36.816404318),Tunisia,36.816404318,10.184770669
Provincial University of Cordoba,2007,Point(-64.1749 -31.43427),Argentina,-31.43427,-64.1749
Saint Paul-T University,2007,Point(-65.21666667 -26.81666667),Argentina,-26.81666667,-65.21666667
Zambezi University,2007,Point(34.862772 -19.83219),Mozambique,-19.83219,34.862772
The Saigon International University,2007,Point(106.772 10.8451),Vietnam,10.8451,106.772
Kyoto College of Medical Science,2007,Point(135.484338 35.10325),Japan,35.10325,135.484338
University of Travnik,2007,Point(17.65 44.226666666),Bosnia and Herzegovina,44.226666666,17.65
Pandit Deendayal Energy University,2007,Point(72.666855555 23.153936111),India,23.153936111,72.666855555
Kadi Sarva Vishwavidyalaya,2007,Point(72.639805555 23.238811111),India,23.238811111,72.639805555
Yokkaichi Nursing and Medical Care University,2007,Point(136.608 35.0226),Japan,35.0226,136.608
Université SESAME,2007,Point(10.192258898 36.898400337),Tunisia,36.898400337,10.192258898
Epoka University,2007,Point(19.82166389 41.31676944),Albania,41.31676944,19.82166389
Taita Taveta University,2007,Point(38.498055555 -3.419083333),Kenya,-3.419083333,38.498055555
Malang State Health Polytechnic,2007,Point(112.623916666 -7.965388888),Indonesia,-7.965388888,112.623916666
International Pacific University,2007,Point(134.011056 34.729361),Japan,34.729361,134.011056
Universidad de Ciencias y Humanidades,2007,Point(-77.065695 -11.961328),Peru,-11.961328,-77.065695
Gujarat Technological University,2007,Point(72.595277777 23.107777777),India,23.107777777,72.595277777
Gori State Teaching University,2007,Point(44.11361111 41.98238889),Georgia,41.98238889,44.11361111
CIIT College of Arts and Technology,2007,Point(121.04196 14.62945),Philippines,14.62945,121.04196
Siirt University,2007,Point(41.9403559 37.9361122),Turkey,37.9361122,41.9403559
Doon Business School,2007,Point(77.86459203 30.376901147),India,30.376901147,77.86459203
German University of Technology in Oman,2007,Point(58.046 23.63625),Oman,23.63625,58.046
Kabi Joydeb Mahavidyalaya,2007,Point(87.5505809 23.6364406),India,23.6364406,87.5505809
Indus College of Engineering,2007,Point(85.7856 20.1633),India,20.1633,85.7856
Technical University of Angola,2007,Point(13.2843 -8.8734),Angola,-8.8734,13.2843
Hochschule für Musik Detmold,2007,Point(8.873455555 51.928708333),Germany,51.928708333,8.873455555
Uganda Military Academy,2007,Point(31.185 0.25),Uganda,0.25,31.185
University of Cumbria,2007,Point(-2.92222 54.8908),United Kingdom,54.8908,-2.92222
Istanbul Arel University,2007,Point(28.7961997 40.9998128),Turkey,40.9998128,28.7961997
Tentena Christian University,2007,Point(120.6354477 -1.7621963),Indonesia,-1.7621963,120.6354477
Church of Ireland Theological Institute,2007,Point(-6.2683788 53.3030831),Ireland,53.3030831,-6.2683788
Samarinda State Agricultural Polytechnic,2007,Point(117.12506 -0.53582),Indonesia,-0.53582,117.12506
"Sikkim Manipal University, Ghana Learning Centre, Accra",2007,Point(-0.263333 6.09056),Ghana,6.09056,-0.263333
California South Bay University,2007,Point(-122.01 37.3838),United States,37.3838,-122.01
American University of the Middle East,2007,Point(48.099 29.165),Kuwait,29.165,48.099
Qasyoun Private University,2007,Point(36.285997645 33.07430404),Syria,33.07430404,36.285997645
Yarmouk Private University,2007,Point(36.28393 33.08845),Syria,33.08845,36.28393
"Technological University, Kyaukse",2007,Point(96.1255 21.6043),Myanmar,21.6043,96.1255
Instituto Teológico San Juan de Ávila,2007,Point(-6.140566566 36.683387006),Spain,36.683387006,-6.140566566
"Technological University, Maubin",2007,Point(95.607386 16.732647),Myanmar,16.732647,95.607386
"Computer University, Loikaw",2007,Point(97.221 19.6965),Myanmar,19.6965,97.221
Abasyn University,2007,Point(71.589 34.0353),Pakistan,34.0353,71.589
Academy of State and Municipal Administration,2007,Point(49.1151 55.7937),Russia,55.7937,49.1151
Villa College,2007,Point(73.5090713 4.1695601),Maldives,4.1695601,73.5090713
University of Military Science and Technology,2007,Point(32.9131 0.37),Uganda,0.37,32.9131
Q20035457,2007,Point(19.158488 50.240911),Poland,50.240911,19.158488
"Technological University, Sittwe",2007,Point(92.8969 20.1444),Myanmar,20.1444,92.8969
The University of Shimane Junior College,2007,Point(133.061 35.4388),Japan,35.4388,133.061
Kerman Graduate University of Technology,2007,Point(57.246 30.052),Iran,30.052,57.246
"Technological University, Thanlyin",2007,Point(96.3025 16.691166),Myanmar,16.691166,96.3025
University of the West of Scotland,2007,Point(-4.081743622 55.945113084),United Kingdom,55.945113084,-4.081743622
International University Cheick Modibo Diarra,2007,Point(-13.6339206 9.6157696),Guinea,9.6157696,-13.6339206
John Paul II Minor Seminary,2007,Point(121.19227 14.59879),Philippines,14.59879,121.19227
Wesley University,2007,Point(4.807625 7.115245),Nigeria,7.115245,4.807625
Cihan University-Duhok,2007,Point(42.886874166 36.878421111),Iraq,36.878421111,42.886874166
"Jigawa State Polytechnic, Dutse",2007,Point(9.355463554 11.716664592),Nigeria,11.716664592,9.355463554
Seri Begawan Religious Teachers University College,2007,Point(114.92875 4.885861111),Brunei,4.885861111,114.92875
Business School PAR,2007,Point(14.441744 45.327647),Croatia,45.327647,14.441744
St. John International University,2007,Point(7.63227 44.95),Italy,44.95,7.63227
Technological University(Hmawbi),2007,Point(96.0064 17.1294),Myanmar,17.1294,96.0064
Jijiga University,2007,Point(42.83075 9.361361111),Ethiopia,9.361361111,42.83075
Achievers University,2007,Point(5.583249 7.174188),Nigeria,7.174188,5.583249
S. Rajaratnam School of International Studies,2007,Point(103.681 1.34472),Singapore,1.34472,103.681
University of New South Wales Asia,2007,Point(103.965 1.3408),Singapore,1.3408,103.965
Al-Wataniya Private University,2007,Point(36.75169444 34.96930556),Syria,34.96930556,36.75169444
Neapolis University Pafos,2007,Point(32.426 34.749),Cyprus,34.749,32.426
Al-Muthana University,2007,Point(45.28888889 31.33861111),Iraq,31.33861111,45.28888889
Fountain University,2007,Point(4.546027 7.743853),Nigeria,7.743853,4.546027
Wollega University,2007,Point(36.582638888 9.080972222),Ethiopia,9.080972222,36.582638888
Palestine Ahliya University,2007,Point(35.187559 31.695929),State of Palestine,31.695929,35.187559
Al-Jazeera Private University,2007,Point(36.297527777 33.166833333),Syria,33.166833333,36.297527777
International Centre of Technology,2007,Point(37.157831 -1.062755),Kenya,-1.062755,37.157831
National University of Río Negro,2007,Point(-67.09478 -39.09543),Argentina,-39.09543,-67.09478
Universitas Islam Ogan Komering Ilir,2007,Point(104.826228 -3.379543),Indonesia,-3.379543,104.826228
Goce Delčev University of Štip,2007,Point(22.190555555 41.736944444),North Macedonia,41.736944444,22.190555555
University of Dodoma,2007,Point(35.8247 -6.21472),Tanzania,-6.21472,35.8247
Tunisian International University,2007,Point(2.1046 13.51118),Niger,13.51118,2.1046
Aksum University,2007,Point(38.707 14.106),Ethiopia,14.106,38.707
Bishop Agniswamy College of Education,2007,Point(77.313955 8.133289),India,8.133289,77.313955
"Achievers University, Owo",2007,Point(5.58912878 7.169052759),Nigeria,7.169052759,5.58912878
African University of Science and Technology,2007,Point(7.421946525 9.001092515),Nigeria,9.001092515,7.421946525
Pritilata Waddedar Mahavidyalaya,2007,Point(88.6577104 23.2334324),India,23.2334324,88.6577104
Philosophisch-Theologische Hochschule Heiligenkreuz,2007,Point(16.129619444 48.0561),Austria,48.0561,16.129619444
Northern Borders University,2007,Point(41.0793 30.9159),Saudi Arabia,30.9159,41.0793
Asannagar Madan Mohan Tarkalankar College,2007,Point(88.60245 23.434683),India,23.434683,88.60245
University of Misan,2007,Point(47.1758 31.8108),Iraq,31.8108,47.1758
Haute École de la Province de Liège,2007,Point(5.3810215 50.5669103),Belgium,50.5669103,5.3810215
"National Institute of Pharmaceutical Education & Research, Kolkata",2007,Point(88.398897555 22.580055),India,22.580055,88.398897555
Galsi Mahavidyalaya,2007,Point(87.682203 23.350842),India,23.350842,87.682203
Dedan Kimathi University of Technology,2007,Point(36.962371 -0.395307),Kenya,-0.395307,36.962371
Mardin Artuklu University,2007,Point(40.7066348 37.3351638),Turkey,37.3351638,40.7066348
"The American University of Iraq, Sulaimani",2007,Point(45.353449196 35.573148965),Iraq,35.573148965,45.353449196
Assane Seck University,2007,Point(-16.2868 12.5482),Senegal,12.5482,-16.2868
Center for Electronic Governance at UNU-IIST,2007,Point(113.548819 22.195833),People's Republic of China,22.195833,113.548819
Masdar Institute of Science and Technology,2007,Point(54.6186 24.4325),United Arab Emirates,24.4325,54.6186
Khalifa University,2007,Point(54.39494 24.44736),United Arab Emirates,24.44736,54.39494
Université de Thiès,2007,Point(-16.8787 14.7752),Senegal,14.7752,-16.8787
University of Nîmes,2007,Point(4.36403 43.83874),France,43.83874,4.36403
Dr. Y.S.R. Horticultural University,2007,Point(81.4513 16.8831),India,16.8831,81.4513
